,Word,TF-IDF
646,problem,0.0
647,fundamental,0.0
648,stephen,0.0
649,resolve,0.0
650,theorem,0.0
651,biggest,0.0
652,bbc,0.0
653,odds,0.0
654,leave,0.0
655,sussex,0.0
656,princeton,0.0
657,collapse,0.0
658,techniques,0.0
659,information,0.0
660,highlight,0.0
661,einsteins,0.0
662,two,0.0
663,scientists,0.0
664,star,0.0
665,heart,0.0
666,exclusively,0.0
667,idea,0.0
668,paradox,0.0
669,theory,0.0
670,university,0.0
671,crack,0.0
672,imprint,0.0
673,earlier,0.0
674,field,0.0
675,tell,0.0
676,theories,0.0
677,gravitational,0.0
678,property,0.0
679,underfunded,0.0
